id,credit_score,isCtry1,isCtry2,isFemale,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
2817,627,1,0,1,30,4,79871.02,2,1,0,129826.89,0
2818,516,0,1,0,35,10,104088.59,2,0,0,119666,0
2819,800,0,1,1,38,2,168190.33,2,1,0,68052.08,0
2820,464,1,0,1,42,3,85679.25,1,1,1,164104.74,0
2821,626,0,1,1,35,3,0,1,0,0,80190.36,0
2822,790,0,1,1,31,9,0,2,1,0,84126.75,0
2823,534,0,1,1,34,7,121551.58,2,1,1,70179,0
2824,745,0,1,0,46,2,122220.19,1,1,1,118024.1,0
2825,553,0,0,0,47,3,116528.15,1,0,0,145704.19,1
2826,748,0,1,1,26,1,77780.29,1,0,1,183049.41,0
2827,722,0,1,0,37,2,0,1,0,0,120906.83,0
2828,501,0,1,0,40,4,125832.2,1,1,1,100433.83,0
2829,675,0,1,1,38,6,68065.8,1,0,0,138777,1
2830,778,0,0,1,47,6,127299.34,2,1,0,124694.99,0
2831,494,1,0,1,38,7,174937.64,1,1,0,40084.32,0
2832,850,0,1,0,40,9,0,2,0,1,119232.33,0
2833,592,0,0,0,31,7,110071.1,1,0,0,43921.36,0
2834,590,0,0,1,44,3,139432.37,1,1,0,62222.81,0
2835,758,0,1,1,39,6,127357.76,1,0,1,56577,0
2836,506,0,1,0,36,5,0,2,1,0,164253.35,0
2837,733,0,1,0,33,3,0,1,1,1,7666.73,0
2838,711,0,1,0,38,3,0,2,1,0,68487.51,0
2839,514,1,0,0,43,1,95556.31,1,0,1,199273.98,1
2840,637,0,0,0,37,8,0,1,1,1,186062.36,0
2841,468,1,0,0,29,1,111681.98,2,1,1,195711.16,0
2842,539,0,1,0,39,3,0,2,1,0,36692.17,0
2843,509,0,0,1,25,3,108738.71,2,1,0,106920.57,0
2844,662,0,1,1,32,4,133950.37,1,1,1,48725.68,1
2845,818,0,0,0,26,4,0,2,1,1,167036.94,0
2846,608,0,1,0,33,9,89968.69,1,1,0,68777.26,0
2847,850,0,0,1,32,9,0,2,1,1,18924.92,0
2848,816,1,0,1,38,5,130878.75,3,1,0,71905.77,1
2849,536,0,1,0,35,8,0,2,1,0,64833.28,0
2850,753,0,1,0,35,3,0,2,1,1,184843.77,0
2851,631,0,0,0,27,10,134169.62,1,1,1,176730.02,0
2852,703,0,1,0,37,1,149762.08,1,1,0,20629.4,1
2853,774,0,1,0,26,2,93844.69,1,1,0,28415.36,0
2854,785,0,1,0,28,8,0,2,1,0,77231.27,0
2855,571,0,1,1,33,1,0,2,1,0,102750.7,0
2856,621,1,0,0,46,6,141078.37,1,0,0,34580.8,1
2857,605,1,0,1,31,1,117992.59,1,1,1,183598.77,0
2858,611,0,1,1,40,8,100812.33,2,1,0,147358.27,0
2859,569,0,1,0,38,7,0,1,1,1,108469.2,0
2860,658,0,1,0,29,4,80262.6,1,1,1,20612.82,0
2861,788,0,0,0,34,6,156478.62,1,0,1,181196.76,0
2862,525,0,1,1,23,5,0,2,1,0,160249.1,0
2863,798,0,1,0,37,8,0,3,0,0,110783.28,0
2864,486,1,0,0,37,9,115217.99,2,1,0,144995.33,0
2865,615,0,0,0,61,9,0,2,1,0,150227.85,1
2866,730,0,1,1,35,0,155470.55,1,1,1,53718.28,0
2867,641,0,1,0,37,7,0,2,1,0,75248.3,0
2868,542,0,1,0,39,3,135096.77,1,1,1,14353.43,1
2869,692,0,1,0,30,2,0,2,0,1,130486.57,0
2870,714,1,0,1,55,9,180075.22,1,1,1,100127.71,0
2871,591,0,0,0,29,1,97541.24,1,1,1,196356.17,0
2872,710,0,1,1,41,2,156067.05,1,1,1,9983.88,0
2873,639,0,1,1,38,4,81550.94,2,0,1,118974.77,0
2874,531,0,1,1,47,6,0,1,0,0,194998.34,1
2875,673,0,1,1,38,2,170061.92,2,0,0,134901.34,1
2876,765,1,0,0,36,8,92310.54,2,1,1,72924.56,0
2877,622,0,1,1,32,6,169089.38,2,1,0,101057.95,0
2878,806,0,1,0,40,5,80613.93,1,1,1,142838.64,0
2879,757,1,0,0,26,8,121581.56,2,1,1,127059.04,0
2880,570,0,1,1,58,8,0,1,0,1,116503.92,1
2881,555,0,0,0,32,4,0,2,1,1,54405.79,0
2882,692,0,1,0,54,5,0,2,1,1,88721.84,0
2883,774,0,1,0,60,5,85891.55,1,1,0,74135.48,1
2884,638,0,0,0,44,9,77637.35,2,1,1,111346.22,0
2885,543,0,0,1,41,4,0,1,0,0,194902.16,0
2886,584,0,1,0,31,5,0,2,1,0,31474.27,0
2887,691,1,0,0,30,7,116927.89,1,1,0,21198.39,0
2888,684,1,0,1,40,6,137326.65,1,1,0,186976.6,0
2889,733,0,1,0,22,5,0,2,1,1,117202.19,0
2890,599,0,0,1,37,2,0,2,1,1,143739.29,0
2891,524,1,0,1,31,10,67238.98,2,1,1,161811.23,0
2892,632,1,0,1,38,6,86569.76,2,1,0,98090.91,0
2893,735,0,0,0,34,5,0,2,0,0,71095.41,0
2894,734,0,1,0,34,6,133598.4,1,1,1,13107.24,0
2895,605,0,1,1,51,3,136188.78,1,1,1,67110.59,1
2896,793,0,0,0,38,9,0,2,1,0,88225.02,0
2897,468,0,1,1,56,10,0,3,0,1,62256.87,1
2898,779,1,0,0,37,7,120092.52,2,1,0,135925.72,0
2899,698,0,1,0,48,4,101238.24,2,0,1,177815.87,1
2900,707,0,1,0,58,6,89685.92,1,0,1,126471.13,0
2901,850,0,1,1,35,1,211774.31,1,1,0,188574.12,1
2902,850,0,1,0,56,7,131317.48,1,1,1,119175.45,0
2903,527,0,0,0,37,5,93722.73,2,1,1,139093.73,0
2904,696,1,0,0,32,8,101160.99,1,1,1,115916.55,0
2905,661,0,1,0,48,3,120320.54,1,0,0,96463.25,0
2906,776,0,1,1,31,2,0,2,1,1,112349.51,0
2907,701,0,1,0,43,2,0,2,1,1,165303.79,0
2908,610,0,1,0,26,8,0,2,1,0,166031.08,0
2909,572,1,0,1,48,3,152827.99,1,1,0,38411.79,1
2910,673,0,1,0,30,1,64097.75,1,1,1,77783.35,0
2911,519,0,0,1,57,2,119035.35,2,1,1,29871.79,0
2912,702,0,0,1,26,4,135219.57,1,0,1,59747.63,0
2913,729,0,1,0,32,6,93694.42,1,1,1,79919.13,0
2914,543,0,0,0,35,10,59408.63,1,1,0,76773.53,0
2915,550,0,1,1,40,7,114354.95,1,1,0,54018.93,0
2916,608,0,1,0,59,1,0,1,1,0,70649.64,1
2917,639,1,0,0,35,10,128173.9,2,1,0,59093.39,0
2918,686,0,0,0,34,9,0,2,1,0,127569.8,0
2919,564,1,0,1,62,5,114931.35,3,0,1,18260.98,1
2920,745,1,0,1,28,1,111071.36,1,1,0,73275.96,1
2921,833,0,1,0,37,8,151226.18,2,1,1,136129.49,0
2922,622,0,1,0,26,9,0,2,1,1,153237.59,0
2923,597,0,1,1,42,4,64740.12,1,1,1,106841.12,0
2924,721,0,0,0,51,0,169312.13,1,1,0,109078.35,1
2925,504,0,1,1,49,7,0,3,0,1,87822.14,1
2926,842,0,0,1,44,2,112652.08,2,1,0,126644.98,0
2927,587,0,1,0,38,0,0,2,1,0,47414.15,0
2928,479,1,0,1,30,7,143964.36,2,1,0,41879.99,0
2929,508,0,1,0,49,7,122451.46,2,1,1,75808.1,0
2930,749,0,1,0,24,1,0,3,1,1,47911.03,0
2931,721,1,0,1,36,3,65253.07,2,1,0,28737.78,0
2932,674,1,0,0,47,6,106901.94,1,1,1,2079.2,1
2933,685,0,0,1,25,10,128509.63,1,1,0,121562.33,0
2934,417,0,1,0,34,7,0,2,1,0,55003.79,0
2935,574,1,0,0,33,3,129834.67,1,1,0,193131.42,0
2936,590,0,0,1,51,3,154962.99,3,0,1,191932.27,1
2937,587,1,0,0,40,5,138241.9,2,1,0,159418.1,0
2938,598,1,0,0,41,3,91536.93,1,1,0,191468.78,1
2939,741,0,0,0,53,3,0,2,1,1,38913.68,0
2940,850,0,0,1,70,5,0,1,1,1,705.18,0
2941,584,1,0,1,29,7,105204.01,1,0,1,138490.03,0
2942,650,0,0,0,61,1,152968.73,1,0,1,82970.69,0
2943,607,0,0,0,36,8,158261.68,1,1,1,76744.72,0
2944,509,0,1,1,46,1,0,1,1,0,71244.59,1
2945,689,0,0,1,38,6,121021.05,1,1,1,12182.15,0
2946,543,0,1,0,36,4,0,2,1,1,141210.5,0
2947,438,0,0,1,54,2,0,1,0,0,191763.07,1
2948,687,0,0,1,63,1,137715.66,1,1,1,37938.74,0
2949,737,1,0,0,31,5,121192.22,2,1,1,74890.58,0
2950,761,0,1,0,31,7,0,3,1,1,166698.18,0
2951,601,0,1,0,44,1,100486.18,2,1,1,62678.53,0
2952,651,0,1,0,45,1,0,1,1,0,67740.08,1
2953,745,0,1,0,35,9,92566.53,2,1,0,161519.77,0
2954,648,0,0,1,49,10,0,2,1,1,159835.78,1
2955,848,0,0,0,40,3,110929.96,1,1,1,30876.84,0
2956,546,0,1,1,27,8,0,2,1,1,14858.1,0
2957,439,0,0,1,32,3,138901.61,1,1,0,75685.97,0
2958,755,0,1,0,30,4,123217.66,2,0,1,144183.1,0
2959,593,0,1,1,41,6,0,1,1,0,65170.66,0
2960,701,0,1,0,39,2,0,2,1,1,82526.92,0
2961,701,0,0,0,36,8,0,2,1,0,169161.46,0
2962,607,0,0,1,33,2,108431.87,2,0,1,109291.39,1
2963,586,0,0,1,57,3,0,2,0,1,6057.81,0
2964,547,1,0,1,30,9,72392.41,1,1,0,77077.14,0
2965,647,1,0,1,51,1,119741.77,2,0,0,54954.51,1
2966,760,0,1,1,51,2,100946.71,1,0,0,179614.8,1
2967,621,0,0,0,53,9,170491.84,1,1,0,35588.07,1
2968,725,0,1,0,44,5,0,1,1,1,117356.14,0
2969,526,0,1,0,36,1,0,1,1,0,160696.72,0
2970,519,0,0,1,47,6,157296.02,2,0,0,147278.43,1
2971,713,1,0,1,38,7,144606.22,1,1,1,56594.36,1
2972,700,0,1,0,38,8,134811.3,1,1,0,1299.75,0
2973,666,0,1,1,34,9,115897.12,1,1,1,25095.03,0
2974,630,0,0,0,32,4,82034,1,0,0,146326.45,0
2975,779,0,0,1,26,4,174318.13,2,0,1,38296.21,0
2976,611,1,0,1,41,2,114206.84,1,1,0,164061.6,0
2977,685,0,0,0,43,9,0,2,1,0,107811.28,0
2978,646,1,0,0,39,9,111574.41,1,1,1,30838.51,0
2979,683,1,0,1,57,5,162448.69,1,0,0,9221.78,1
2980,484,1,0,1,34,4,148249.54,1,0,1,33738.27,0
2981,601,0,1,1,43,8,0,3,0,1,110916.15,1
2982,762,0,0,1,26,7,123709.46,2,1,1,169654.57,0
2983,687,0,1,1,72,9,0,1,0,1,69829.4,0
2984,566,0,1,0,30,5,0,1,1,0,54926.51,1
2985,702,0,1,0,37,10,150525.8,1,1,1,94728.49,0
2986,601,0,1,0,29,9,0,1,1,1,80393.27,0
2987,699,0,1,0,53,4,0,2,0,1,111307.98,0
2988,584,0,1,0,28,10,0,2,1,0,19834.32,0
2989,699,0,1,0,35,5,0,2,1,1,78397.24,0
2990,698,1,0,1,51,2,111018.98,1,1,0,86410.28,0
2991,495,0,1,0,30,10,129755.99,1,0,0,172749.65,0
2992,650,0,1,1,27,6,0,2,1,0,1002.39,0
2993,605,0,1,1,64,2,129555.7,1,1,1,13601.79,0
2994,667,0,0,0,38,1,87202.38,1,1,1,77866.91,0
2995,688,1,0,0,26,8,146133.39,1,1,1,175296.76,0
2996,727,0,0,1,31,0,0,1,1,0,121751.04,1
2997,754,0,0,0,39,6,170184.99,2,1,0,89593.26,0
2998,612,1,0,1,62,8,140745.33,1,1,0,193437.89,1
2999,546,0,0,0,42,7,139070.51,1,1,1,86945,0
3000,673,0,0,1,37,8,0,2,1,1,183318.79,0
3001,593,0,1,0,35,9,114193.24,1,1,0,71154.1,0
3002,656,0,0,1,40,10,167878.5,1,0,1,151887.16,0
3003,535,1,0,1,53,5,141616.55,2,1,1,75888.65,0
3004,678,1,0,0,36,3,145747.67,2,0,1,89566.74,0
3005,477,0,0,1,48,2,129120.64,1,0,1,26475.79,0
3006,850,0,0,0,35,7,110349.82,1,0,0,126355.8,0
3007,427,0,1,0,29,1,141325.56,1,1,1,93839.3,0
3008,752,0,1,0,49,2,78653.84,1,1,0,7698.6,0
3009,649,0,1,0,47,1,0,2,1,1,145593.85,0
3010,799,0,0,1,28,3,142253.65,1,1,0,45042.56,0
3011,589,0,1,1,61,1,0,1,1,0,61108.56,1
3012,583,1,0,1,54,6,115988.86,1,1,0,57553.98,1
3013,839,0,0,1,33,10,75592.43,1,1,0,62674.42,0
3014,540,1,0,0,44,3,164113.04,2,1,1,12120.79,0
3015,850,0,1,0,31,6,67996.23,2,0,0,50129.87,1
3016,696,0,0,1,51,5,0,2,1,0,55022.43,0
3017,660,0,0,1,33,1,0,2,0,0,117834.91,0
3018,682,0,1,0,48,1,138778.15,1,0,1,168840.23,0
3019,744,0,1,1,43,10,147832.15,1,0,1,24234.11,0
3020,785,0,1,1,36,4,135438.4,1,0,0,190627.01,0
3021,752,0,0,0,48,5,116060.08,1,1,0,156618.38,1
3022,706,0,1,1,29,5,112564.62,1,1,0,42334.38,0
3023,583,0,1,1,27,1,125406.58,1,1,1,110784.42,0
3024,660,1,0,1,39,5,135134.99,1,1,0,173683,1
3025,819,0,1,1,39,9,133102.92,1,1,0,27046.46,1
3026,673,0,1,1,34,8,42157.08,1,1,0,20598.59,1
3027,752,0,1,1,30,3,0,2,1,1,104991.28,0
3028,578,0,1,0,38,7,82259.29,1,1,0,8996.97,0
3029,438,0,1,1,36,4,0,2,1,0,64420.5,0
3030,652,0,1,0,38,6,0,2,1,1,145700.22,0
3031,629,0,1,1,49,4,0,2,1,1,196335.48,0
3032,720,0,1,0,52,7,0,1,1,1,14781.12,0
3033,668,0,1,0,42,3,150461.07,1,1,0,108139.23,0
3034,459,1,0,0,48,4,133994.52,1,1,1,19287.06,1
3035,729,0,0,0,31,8,164870.81,2,1,1,9567.39,0
3036,498,1,0,0,25,8,121702.73,1,1,1,132210.49,0
3037,549,0,0,0,25,6,193858.2,1,0,1,21600.11,0
3038,601,1,0,1,54,1,131039.97,2,1,1,199661.5,0
3039,544,0,1,0,64,9,113829.45,1,1,1,124341.49,0
3040,751,0,1,1,30,6,0,2,1,0,15766.1,0
3041,632,1,0,1,41,3,81877.38,1,1,1,33642.21,0
3042,694,0,0,0,57,8,116326.07,1,1,1,117704.65,0
3043,678,0,1,0,31,2,0,2,1,1,58803.28,0
3044,695,0,1,0,46,4,0,2,1,1,137537.22,0
3045,661,0,1,1,41,1,0,2,0,1,131300.68,0
3046,661,0,1,0,33,9,0,2,1,1,84174.81,0
3047,559,0,1,1,31,3,127070.73,1,0,1,160941.78,0
3048,503,0,1,0,29,3,0,2,1,1,143954.99,0
3049,695,0,0,0,46,3,122549.64,1,1,1,56297.85,0
3050,640,0,1,1,42,5,176099.13,1,1,1,8404.73,0
3051,624,1,0,1,48,3,122388.38,2,0,0,30020.09,0
3052,667,0,1,0,42,9,0,2,0,1,58137.42,0
3053,642,0,1,0,26,0,0,1,0,0,47472.68,0
3054,640,0,0,1,32,6,118879.35,2,1,1,19131.71,0
3055,529,0,0,0,35,5,0,2,1,1,187288.5,0
3056,563,0,1,1,39,5,0,2,1,1,17603.81,0
3057,593,0,0,1,38,4,88736.44,2,1,0,67020.03,0
3058,739,1,0,0,45,7,102703.62,1,0,1,147802.94,1
3059,788,0,0,1,70,1,0,2,1,1,41610.62,0
3060,684,0,0,1,38,3,0,2,1,0,44255.65,0
3061,482,0,1,0,55,5,97318.25,1,0,1,78416.14,0
3062,591,0,0,0,58,5,128468.69,1,0,1,137254.55,0
3063,651,1,0,1,41,4,133432.59,1,0,1,151303.48,0
3064,749,1,0,1,40,8,141782.57,2,0,0,86333.63,0
3065,583,0,1,0,24,9,135125.28,1,0,0,89801.9,0
3066,661,0,0,0,42,2,178820.91,1,0,0,29358.57,1
3067,715,0,1,1,31,2,112212.14,2,1,1,181600.72,0
3068,769,1,0,1,45,5,126674.81,1,1,0,124118.71,1
3069,625,0,1,1,51,7,136294.97,1,1,0,38867.46,1
3070,641,0,1,1,36,5,66392.64,1,1,0,31106.67,0
3071,716,1,0,0,27,1,122552.34,2,1,0,67611.36,0
3072,767,0,1,0,43,1,76408.85,2,1,0,77837.63,0
3073,745,1,0,0,36,8,145071.24,1,0,0,6078.46,0
3074,589,0,1,0,34,6,0,2,1,1,177896.92,0
3075,796,0,1,1,45,2,109730.22,1,1,1,123882.73,0
3076,664,0,1,0,57,6,0,2,1,1,15304.08,0
3077,445,0,0,0,62,1,64119.38,1,1,1,76569.64,1
3078,543,1,0,1,57,1,106138.33,2,1,1,120657.32,1
3079,746,0,0,0,36,2,0,2,1,1,16436.56,0
3080,742,1,0,0,33,0,181656.51,1,1,1,107667.91,0
3081,750,0,1,1,32,5,0,2,1,0,95611.47,0
3082,669,0,1,0,30,7,95128.86,1,0,0,19799.26,0
3083,594,0,0,1,49,2,126615.94,2,0,1,123214.74,0
3084,574,0,0,0,36,1,0,2,0,1,71709.12,0
3085,659,1,0,0,36,2,76190.48,2,1,1,149066.14,0
3086,750,1,0,0,40,5,168286.81,3,1,0,20451.99,1
3087,626,1,0,0,35,4,88109.81,1,1,1,32825.5,0
3088,620,0,1,0,42,4,0,2,1,0,6232.31,0
3089,580,0,1,1,35,8,0,2,0,1,10357.03,0
3090,686,0,1,1,34,3,123971.51,2,1,0,147794.63,0
3091,540,0,1,0,48,0,148116.48,1,0,0,116973.48,0
3092,634,1,0,0,35,6,116269.01,1,1,0,129964.94,0
3093,632,0,0,0,38,1,120599.21,1,1,0,92816.86,0
3094,501,0,1,1,41,3,144260.5,1,1,0,172114.67,0
3095,650,0,0,1,25,3,86605.5,3,1,0,16649.31,1
3096,786,0,1,0,34,9,0,2,1,0,144517.19,0
3097,554,1,0,1,37,4,58629.97,1,0,0,182038.6,0
3098,701,0,0,1,42,5,0,2,0,0,24210.56,0
3099,474,0,1,0,45,10,0,2,0,0,172175.9,0
3100,621,0,1,1,43,5,0,1,1,1,47578.45,0
3101,672,0,0,1,56,2,209767.31,2,1,1,150694.42,1
3102,459,0,0,1,42,6,129634.25,2,1,1,177683.02,1
3103,669,0,1,0,23,1,0,2,0,0,66088.83,0
3104,776,0,1,1,38,2,169824.46,1,1,0,169291.7,0
3105,694,0,1,0,36,3,97530.25,1,1,1,117140.41,0
3106,787,0,1,1,42,10,145988.65,2,1,1,79510.37,0
3107,580,0,1,0,37,9,0,2,0,1,77108.66,0
3108,711,0,1,1,25,7,0,3,1,1,9679.28,0
3109,673,0,1,1,40,5,137494.28,1,1,0,81753.92,0
3110,499,0,1,1,57,1,0,1,0,0,131372.38,1
3111,591,0,1,0,24,6,147360,1,1,1,25310.82,0
3112,769,0,1,1,25,10,0,2,0,0,187925.75,0
3113,657,0,0,0,31,3,125167.02,1,0,0,98820.39,0
3114,738,1,0,0,43,9,121152.05,2,1,0,64166.7,1
3115,545,1,0,1,60,7,128981.07,1,0,1,176924.21,1
3116,497,0,1,0,47,6,0,1,1,1,90055.08,0
3117,816,0,0,0,67,6,151858.98,1,1,1,72814.31,0
3118,525,0,1,0,36,2,114628.4,1,0,1,168290.06,0
3119,725,0,1,0,46,6,0,2,1,0,161767.38,0
3120,692,0,1,1,28,8,95059.02,2,1,0,44420.18,0
3121,618,0,1,1,24,7,128736.39,1,0,1,37147.61,0
3122,546,0,1,0,24,8,156325.38,1,1,1,125381.02,0
3123,635,0,1,0,29,7,105405.97,1,1,1,149853.89,0
3124,611,0,1,1,49,2,88915.37,3,0,0,161435.02,1
3125,650,0,1,0,60,8,0,2,1,1,102925.76,0
3126,606,0,1,0,40,5,0,2,1,1,70899.27,0
3127,844,0,1,0,18,2,160980.03,1,0,0,145936.28,0
3128,450,0,0,1,46,5,177619.71,1,1,0,54227.06,0
3129,727,0,0,0,38,2,62276.99,1,1,1,59280.79,0
3130,460,1,0,0,46,4,127559.97,2,1,1,126952.5,0
3131,649,0,1,0,41,0,0,2,0,1,130567.02,0
3132,758,1,0,1,47,9,95523.16,1,1,0,73294.48,0
3133,490,0,1,1,35,7,107749.03,1,1,1,3937.37,0
3134,815,1,0,0,37,2,110777.26,2,1,0,2383.59,0
3135,838,0,0,1,39,5,166733.92,2,1,0,14279.44,0
3136,803,0,1,0,31,9,157120.86,2,1,0,141300.53,0
3137,664,1,0,1,36,2,127160.78,2,1,0,78140.75,0
3138,736,0,0,1,28,2,0,2,1,1,117431.1,0
3139,633,0,1,1,37,9,156091.97,1,1,0,72008.61,0
3140,664,0,1,0,58,5,98668.18,1,1,1,60887.58,0
3141,600,0,1,1,43,5,134022.06,1,1,0,194764.83,0
3142,693,0,1,1,35,5,124151.09,1,1,0,88705.14,1
3143,663,1,0,1,36,6,77253.5,1,0,0,35817.97,1
3144,742,1,0,1,21,1,114292.48,1,1,0,31520.4,0
3145,710,1,0,0,43,2,140080.32,3,1,1,157908.19,1
3146,710,0,0,1,27,2,135277.96,1,1,0,142200.15,0
3147,700,0,1,1,82,2,0,2,0,1,182055.36,0
3148,720,1,0,0,60,9,115920.62,2,0,0,157552.08,1
3149,684,0,0,0,41,2,119782.72,2,0,0,120284.67,0
3150,531,0,1,1,63,1,114715.71,1,0,1,24506.95,1
3151,742,1,0,1,36,2,129748.54,2,0,0,47271.61,1
3152,717,0,1,0,31,4,129722.57,1,0,0,41176.6,0
3153,589,0,1,0,32,2,0,2,0,1,9468.64,0
3154,767,0,1,0,36,3,139180.2,1,0,0,123880.19,0
3155,636,1,0,0,49,6,113599.74,2,1,0,158887.09,1
3156,648,0,1,0,33,7,134944,1,1,1,117036.38,0
3157,622,1,0,1,58,7,116922.25,1,1,0,120415.61,1
3158,692,0,0,0,28,9,118945.09,1,0,0,16064.25,1
3159,754,0,1,0,28,8,0,2,1,1,52615.62,0
3160,679,0,0,1,35,8,119182.73,1,0,0,121210.09,0
3161,639,0,1,0,27,8,0,2,1,0,192247.35,0
3162,774,0,1,1,28,1,71264.02,2,0,1,68759.57,0
3163,517,0,1,0,41,2,0,2,0,1,75937.47,0
3164,571,0,1,1,35,8,0,2,0,0,84569.13,0
3165,747,1,0,0,58,7,116313.57,1,1,1,190696.35,1
3166,792,0,0,0,36,5,92140.15,1,0,1,67468.67,0
3167,688,0,1,0,26,1,0,2,1,1,104435.94,0
3168,714,1,0,0,42,2,177640.09,1,0,1,47166.55,0
3169,562,0,0,1,35,0,0,2,1,0,119899.52,0
3170,704,0,0,0,48,8,167997.6,1,1,1,173498.45,0
3171,698,0,1,0,36,2,82275.35,2,1,1,93249.26,0
3172,611,0,1,0,49,3,0,2,1,1,142917.54,0
3173,850,1,0,1,48,6,111962.99,1,1,0,111755.8,0
3174,743,1,0,1,34,1,131736.88,1,1,1,108543.21,0
3175,654,0,1,0,29,1,0,1,1,0,180345.44,0
3176,761,1,0,0,36,8,108239.11,2,0,0,99444.02,0
3177,702,0,1,1,46,9,98444.19,1,0,1,109563.28,0
3178,488,1,0,0,32,3,114540.38,1,1,0,92568.07,0
3179,683,0,1,1,35,6,187530.66,2,1,1,37976.36,0
3180,601,1,0,1,42,9,133636.16,1,0,1,103315.74,0
3181,605,0,1,0,52,7,0,2,1,1,173952.5,0
3182,671,1,0,1,44,0,84745.03,2,0,1,34673.98,0
3183,614,1,0,1,31,7,120599.38,2,1,1,46163.44,0
3184,511,0,0,1,29,9,0,2,0,1,140676.98,0
3185,850,0,1,0,39,4,127771.35,2,0,1,151738.54,0
3186,790,0,0,1,46,9,0,1,0,0,14679.81,1
3187,793,0,1,1,33,0,0,1,0,0,175544.02,0
3188,628,0,1,0,69,5,0,2,1,1,181964.6,0
3189,598,1,0,0,53,10,167772.96,1,1,1,136886.86,0
3190,657,0,1,1,37,6,95845.6,1,1,0,122218.23,0
3191,618,0,1,1,35,10,0,2,1,0,180439.75,0
3192,681,0,0,0,65,7,134714.7,2,0,1,190419.81,0
3193,516,0,0,1,33,3,0,2,1,1,58685.59,0
3194,421,1,0,0,28,8,122384.22,3,1,1,89017.38,1
3195,700,0,1,1,26,2,0,2,0,0,50051.42,0
3196,745,0,1,0,25,5,157993.15,2,1,0,146041.45,0
3197,696,0,1,0,29,8,0,2,1,0,191166.09,0
3198,580,1,0,1,42,2,123331.36,1,0,0,103516.08,1
3199,497,0,0,0,27,9,75263.16,1,1,1,164825.04,0
3200,720,0,1,1,43,6,137824.03,2,1,0,172557.77,0
3201,659,1,0,0,36,4,132578.92,2,1,0,84320.94,0
3202,841,0,1,1,36,5,156021.31,1,0,0,122662.98,0
3203,642,0,0,0,34,8,0,1,1,0,72085.1,0
3204,732,0,0,1,69,9,137453.43,1,0,1,110932.24,1
3205,600,0,0,0,36,4,0,2,1,0,143635.36,0
3206,464,1,0,0,33,8,164284.72,2,1,1,3710.34,0
3207,680,0,1,1,47,5,0,2,1,1,179843.33,0
3208,758,0,0,0,56,1,0,2,1,1,10643.38,0
3209,630,1,0,1,31,2,112373.49,2,1,1,131167.98,0
3210,577,0,1,1,39,10,0,2,1,0,10553.31,0
3211,684,0,1,1,34,6,0,2,1,1,130928.22,0
3212,708,0,0,1,41,5,0,1,0,1,157003.99,0
3213,732,1,0,1,29,1,154333.82,1,1,1,138527.56,0
3214,634,1,0,0,37,3,111432.77,2,1,1,167032.49,0
3215,633,0,1,1,30,6,0,2,0,0,41642.29,0
3216,559,0,1,0,34,2,137390.11,2,1,0,9677,0
3217,694,0,0,1,37,3,0,2,1,1,147012.22,0
3218,686,1,0,1,56,5,111642.08,1,1,1,80553.87,0
3219,553,0,0,1,48,3,0,1,0,1,30730.95,1
3220,507,0,1,0,36,4,83543.37,1,0,0,140134.43,0
3221,732,1,0,0,50,6,145338.76,1,0,0,91936.1,1
3222,818,0,1,1,31,1,186796.37,1,0,0,178252.63,0
3223,660,1,0,0,35,8,58641.43,1,0,1,198674.08,0
3224,773,0,0,1,41,5,0,1,1,0,28266.9,1
3225,640,0,1,0,44,3,137148.68,1,1,0,92381.01,0
3226,505,0,1,0,49,7,80001.23,1,0,0,135180.11,0
3227,714,1,0,0,21,6,86402.52,2,0,0,27330.59,0
3228,468,0,1,1,42,5,0,2,1,0,125305.34,0
3229,611,0,0,0,51,1,122874.74,1,1,1,149648.45,0
3230,705,0,1,0,25,0,97544.29,1,0,1,59887.15,0
3231,646,1,0,0,46,1,170826.55,2,1,0,45041.32,0
3232,667,1,0,1,48,1,97133.92,2,0,0,113316.77,1
3233,511,1,0,1,41,8,153895.65,1,1,1,39087.42,0
3234,653,0,1,1,43,6,0,2,1,1,7330.59,0
3235,675,0,1,1,57,8,0,2,0,1,95463.29,0
3236,523,0,0,0,32,4,0,2,1,0,167848.02,0
3237,567,1,0,1,49,5,134956.02,1,1,0,93953.84,1
3238,741,0,0,0,39,7,143637.58,2,0,1,174227.66,0
3239,456,0,0,0,32,9,147506.25,1,1,1,135399.21,0
3240,598,0,1,0,64,1,0,2,1,0,195635.3,1
3241,667,0,1,0,43,8,190227.46,1,1,0,97508.04,1
3242,548,0,1,1,32,2,172448.77,1,1,0,188083.77,1
3243,725,0,1,0,41,7,113980.21,1,1,1,116704.25,0
3244,717,0,1,0,53,6,0,2,0,1,97614.87,0
3245,594,0,1,0,38,4,0,2,0,0,186884.04,0
3246,678,1,0,1,25,10,76968.12,2,0,1,131501.72,0
3247,545,0,1,0,38,1,88293.13,2,1,1,24302.95,0
3248,636,0,1,1,48,1,170833.46,1,1,0,110510.28,1
3249,603,1,0,0,44,6,108122.39,2,1,0,108488.33,1
3250,435,0,1,0,36,4,0,1,1,1,197015.2,0
3251,535,0,1,1,40,8,0,1,1,1,27689.77,0
3252,629,1,0,1,45,7,129818.39,3,1,0,9217.55,1
